,tweet_bersih,score,sentiment
1931,argentina tuntas dahaga juara piala dunia qatar menang drama adu penalti perancis stadion lusail,-7,negative
1932,top skor gol kylian mbappe raih sepatu emas piala dunia qatar daftar top skor piala dunia gol kylian mbappe perancis gol lionel messi argentina gol juli alvarez argentina olivier giroud perancis,23,positive
1933,adu penalti menang tim argentina messi juara dunia sepak bola piala dunia qatar,-13,negative
1934,balik kontroversi qatar host piala dunia dapat wc wc,-8,negative
1935,kangen dengar sound hayya hayyaa hayyaaa piala dunia qatar,1,positive
1936,timnas argentina dramatis juara piala dunia qatar takluk prancis drama adu penalti minggu desember,-8,negative
1937,demam sepakbola piala dunia qatar terima kasih qatar jumpa piala dunia us canada mexico,1,positive
1938,qatar sukses tuan rumah pagelaran piala dunia,2,positive
1939,selamat argentina juara piala dunia qatar messi you did credit foto internet,7,positive
1940,terimakasih qatar host piala dunia pro kontra tanding resmi baik piala dunia kali ketemu piala dunia moga tonton langsung kanada,9,positive
1941,messi full senyum,1,positive
1942,selamat timnas argentina albileceste juara piala dunia qatar,4,positive
1943,congratulation argentina juara piala dunia qatar,-1,negative
1944,messi argentina juara piala dunia world cup qatar,-1,negative
1945,final piala dunia qatar argentina vs prancis seru habis adu tegang dukung tim seru nontonnya streaming koneksi lancar stabil indihome,4,positive
1946,butuh menit messi cetak rekor dahsyat piala dunia,-9,negative
1947,ft argentina prancis aet on penalties argentina juara piala dunia qatar kalah prancis drama adu penalti enzo fernandez eksekutor tentu menang argentina adu penalti gelar,-17,negative
1948,fun fact argentina juara ajang internasional kalah juara tahan juara copa america vs brazil juara ca juara finalissima vs italia juara euro juara piala dunia vs prancis juara pildun,-9,negative
1949,what a game what a final what a fifa world cup piala dunia fix final world cup baik sejarah sepakbola hatur nuhun qatar hatur nuhun fifa hatur nuhun sugema,5,positive
1950,argentina tuntas puasa gelar juara piala dunia qatar,1,positive
1951,piala dunia penuh drama kbayang next pildun messi ronaldo,-7,negative
1952,argentina hasil juara piala dunia qatar drama adu pinalti perancis,-5,negative
1953,terima kasih qatar tuan rumah piala dunia,2,positive
1954,alhamdulillah menang pildun bonus ngawal piala dunia lembur malam,3,positive
1955,argentina juara piala dunia henti lawan prancis stadion lusail qatar minggu malam turki senin malam wib argentina menang adu penalti prancis imbang menit babak extra time,-19,negative
1956,tidur nyenyak alhamdulillah finally argentina juara piala dunia qatar oh iya nice try king messi vamoss,4,positive
1957,piala dunia qatar piala dunia negara next piala dunia negara event bola tarik euro jerman wkwkwkwk mari tonton liga ajaaakl salah minggu kayak liga dunia,-12,negative
1958,umur ikut pildun kali ikut start piala dunia seru banget nikmat final sedih ya gue begadang melulu bola tonton,-16,negative
1959,tanding goal hadir tonton match stadion qatar resmi salah piala dunia baik gua tonton momen kesan piala dunia,-9,negative
1960,lionel messi main baik piala dunia qatar via,1,positive
1961,partai final seru kali selamat terimah kasih tuan rumah sukses selenggara piala dunia,12,positive
1962,terima kasih emiliano martinez terima kasih kylian mbappe hasil validasi lionel messi the goat tutup karir timnas argentina juara final piala dunia qatar,7,positive
1963,debat goat selesai menang lionel messi,4,positive
1964,yeahhhhh congrats argentina,3,positive
1965,selamat argentina messi juara piala dunia qatar main baik,6,positive
1966,kylian mbapp cetak goal piala dunia kali menang golden boot qatar hadiah ulang besok tanggal desember mbappe,-5,negative
1967,lionel messi menang golden ball qatar lionel messi main menang golden ball piala dunia edisi amp,-3,negative
1968,terima kasih qatar tuan rumah piala dunia kesan,2,positive
1969,tanding piala dunia congrats argentina selamat pesta baik dunia terima kasih qatar next event piala aff yuk indonesia yuk,23,positive
1970,argentina juara piala dunia qatar via,-1,negative
1971,hadiah utama piala dunia qatar paket umroh keluarga,5,positive
1972,sakit hati bayar menang argentina juara piala dunia qatar pisah bahagia haru idola,-12,negative
1973,piala dunia qatar ronaldo manusia messi alien manusia tua lemah alien beda level goat god of football is messi,0,neutral
1974,tuju urut piala dunia baik we tonton versi we qatar korea amp japan south africa germany brazil,-4,negative
1975,thanks piala dunia qatar,2,positive
1976,selamat timnas argentina juara piala dunia edisi qatar,4,positive
1977,and the finally yesssschampions of fifa qatar argentina congrats lionel messi and the whole team juang tim wujud impi messi juara piala dunia karirnya jalan argentina spanyol,1,positive
1978,selesai penyelenggaran world cup terimakasih qatar panggung tanding piala dunia final nya epic banget congratulations for argentina and sih you canada mexico,9,positive
1979,dramatis argentina juara piala dunia qatar adu penalti,-4,negative
1980,tanding piala dunia terima kasih qatar,4,positive
1981,the long wait is over argentina juara piala dunia qatar hadiah manis pensiun messi,0,neutral
1982,kirakira tonton hadir saksi hangat lawan piala dunia qatar restoran hakim seksyen shah alam,-10,negative
1983,congratss selamat argentina hasil juara dunia lengkap capai messi karir sepakbolannya tutup juara piala dunia qatar,2,positive
1984,world cup qatar world cup baik versi,2,positive
1985,congrats argentinamessi dkk mbappe keren banget fance you did well thank you qatar keren banget pildun nya amp laeeb miss you the qatar world cup is really cool salah piala dunia baik one of the best world cup,2,positive
1986,piala dunia jatuh argentina sejarah catat huraaaaa argentina bawa pulanh piala qatar,-5,negative
1987,salah gol kelas final piala dunia qatar,-1,negative
1988,japansouth korea germany south africa brazil russia qatar umur hidup tonton edisi piala dunia edisi ya entar tonton piala dunia timnas indonesia haha aff ya yuk juara aff yuk,-2,negative
1989,piala dunia gila sih memorable banget gelar negara islam salah official song nya isi jungkook bts tutup menang argentina masyaallah indah banget thanks qatar,-3,negative
1990,the end messi last dance argentina juara piala dunia fifa qatar pas next sokong malaysia piala aff mitsubishi electric selamat malam,7,positive
1991,meme kocak babak final piala dunia babak kena terkam mbappe,-17,negative
1992,argentina juara kalah prancis adu penalti laga lusail iconic stadium argentina menang skor cek artikel putar piala dunia,-17,negative
1993,partai final baik sejarah piala dunia argentina vs prancis piala dunia qatar,1,positive
1994,seru menontonbareng final piala dunia argentina vs francis qatar panglima divisi infanteri kostrad tniadmengabdidanmembangunbersamarakyat,3,positive
1995,cerita kerja migran qatar tolak tonton piala dunia trauma bangun stadion,-12,negative
1996,juara piala dunia fifa qatar argentina what a game,1,positive
1997,suamiistri kapai sih pinjem hpku lihat status temenmu diwa asik teman kontaku update piala dunia ngumpulin emak tonton piala dunia status wa temenmu mesti sepi jam gin,-5,negative
1998,hmmm gede pikir panitia piala dunia qatar,1,positive
1999,messi the king bawa argentina juara piala dunia qatar,-3,negative
2000,hasil piala dunia pengin banget ya allah jalanjalan qatar,7,positive
2001,jokowi terima jersey argentina nomor punggung presiden argentina mauricio agentina juara dunia,4,positive
2002,arc lm amp cerita plot cerita epic konflik cerita main baik capai klimaks piala dunia qatar menang argentina final catat goat sepak bola ronaldo figur panutan atlet muda,-8,negative
2003,lionel messi raih trofi piala dunia akhir karir sepak bola argentina messi piala dunia qatar bagi ajang via,-8,negative
2004,hasil piala dunia qatar argentina hasil juara kalah prancis adu pinalti,-2,negative
2005,menang anugerah piala dunia fifa qatar anugerah main muda baik enzo fernandez anugerah sarung emasgk baik emi martinez anugerah kasut emaspenjaring kylian mbappe anugerah juara planet johor darul takzim,10,positive
2006,selamat lionel messi menang golden ball qatar lionel messi main menang golden ball piala dunia edisi amp,2,positive
2007,selamat menang argentina piala dunia qatarsetelah vakum angkat piala,3,positive
2008,juara selamat argentina juara world cup qatar,5,positive
2009,argentina juara messi ekspresi b nih,0,neutral
2010,antusias warga mesir menontonbareng final piala dunia qatar,-1,negative
2011,desasdesus karim benzema jelang final piala dunia qatar,3,positive
2012,tambah gol final total gol piala dunia qatar gol subur lampau piala dunia prancis piala dunia brazil,12,positive
2013,argentina juara piala dunia qatar kalah prancis adu penalti,-8,negative
2014,main baik piala dunia qatar lionel messi,1,positive
2015,france tonton piala dunia final qatar baik,-2,negative
2016,halo muara sabak tugas lapas narkotika kelas iib muara sabak tonton bareng final piala dunia qatar,-6,negative
2017,emiliano dibu martinez emi martinez kiper baik piala dunia qatar,1,positive
2018,salah tanding baik piala dunia tonton final world cup qatar argentina france messidi maria mbappe juara argentina adu penalti,-7,negative
2019,piala dunia benarbenar hobi sepakbola tonton bola begadang,-8,negative
2020,bintang sinar final piala dunia qatar kylian mbappe cetak gol menit,3,positive
2021,kylian mbappe hasil sepatu emas cetak gol turnamen piala dunia gol laga capai main angkat trofi pildun kali,13,positive
2022,main baik piala dunia qatar messi,1,positive
2023,top skor piala dunia qatar mbappe,4,positive
2024,well piala dunia qatar kali salah baik wc drama kejut kontroversial closingnya paten,-7,negative
2025,selamat argentina menang piala dunia qatar sumber foto,6,positive
2026,terima kasih qatar terima kasih maroko untuk palestine indonesia merdeka,6,positive
2027,what a final selamat argentina juara piala dunia qatar,5,positive
2028,fifa word cup qatar golden boot mbappe piala dunia baik golden ball messi piala dunia baik,2,positive
2029,timnas argentina hadiah uang juta dolar amerika serikat rp miliar juara piala dunia qatar,2,positive
2030,rasmi menang anugerah piala dunia fifa qatar anugerah main muda baik enzo fernandez anugerah sarung emasgk baik emi martinez anugerah kasut emaspenjaring kylian mbappe anugerah bola emaspemain baik tanding lionel messi,11,positive
2031,angel maria cetak rekor tarik,2,positive
2032,tonton piala dunia qatar asa senam jantung bikin drama tahan kubu messi sang juara,-9,negative
2033,emiliano martinez kiper baik piala dunia qatar,1,positive
2034,enzo fernandez main muda baik piala dunia qatar,-1,negative
2035,lionel sebastian scaloni latih argentina juara piala dunia qatar bela ss lazio grande lazio,0,neutral
2036,lionel messi the next legecy ego maradona final piala dunia qatar,-5,negative
2037,thank you piala dunia qatar piala aff,3,positive
2038,messi pensiun timnas piala dunia juara argentina juara piala dunia qatar sabar bawa berkah samping fifa butuh sosok messi market fifa andil,-3,negative
2039,latepost seru tanding final piala dunia qatar jual beli serang selamat timnas argentina,3,positive
2040,selesai piala dunia qatar argentina juara piala dunia remeh musim rasa euforia piala dunia baik selenggara tanding,3,positive
2041,lionel messi peluk erat sang bawa argentina juara piala dunia qatar,-6,negative
2042,selamat argentina resmi juara dunia piala dunia fifa qatar kalah prancis runnerup,1,positive
2043,sah argentina juara piala dunia qatar skor drama adu penalti baca,-6,negative
2044,hasil gondol trofi bekuk juara tahan tanding stadium lusail doha qatar minggu drama adu penalti,-3,negative
2045,luar kontroversi aku piala dunia qatar jalan sukses kejutankejutan hadir tanding final seru gue tonton good job qatar thank you for the warm welcome,10,positive
2046,argentina juara piala dunia qatar selamat argentina,4,positive
2047,respect kerja tewas qatar jujur sih piala dunia qatar salah keren seru banding harga keluar triliun selamat,-1,negative
2048,argentina juara piala dunia qatar kalah prancis skor pinalti,-5,negative
2049,piala dunia mari damai nanti pildun kejut masyarkat indonsia bangga,3,positive
2050,messi barcelona disponsorin qatar foundation qatar airways messi psg disponsorin qatar airways messi juara piala dunia qatar,-1,negative
2051,timnas baik brazil club baik real madrid main baik messi tuan rumah piala dunia baik qatar final piala dunia seru argentina vs prancis,9,positive
2052,umum juara piala dunia futsal qatar menang prancis sugeng dalu,-1,negative
2053,emiliano martinez hidup lionel messi menang piala dunia katakata emiliano martinez nyata messi amp argentina juara qatar,-2,negative
